OA Code,Ward Name,LA Name,Region Name,QS701EW0010,QS701EW0001 (base),OA Percentage
E00086004,Central Southsea,Portsmouth,South East,14,314,4.4600,
E00086334,Milton,Portsmouth,South East,15,264,5.6800,
E00086335,Milton,Portsmouth,South East,13,200,6.5000,
E00085981,Central Southsea,Portsmouth,South East,13,246,5.2800,
E00174464,Charles Dickens,Portsmouth,South East,3,129,2.3300,
E00086393,Nelson,Portsmouth,South East,10,195,5.1300,
E00085994,Central Southsea,Portsmouth,South East,18,295,6.1000,
E00174442,Charles Dickens,Portsmouth,South East,9,221,4.0700,
E00086385,Nelson,Portsmouth,South East,8,221,3.6200,
E00086203,Eastney and Craneswater,Portsmouth,South East,9,224,4.0200,
E00086458,St Jude,Portsmouth,South East,8,167,4.7900,
E00086282,Hilsea,Portsmouth,South East,9,264,3.4100,
E00086376,Nelson,Portsmouth,South East,11,226,4.8700,
E00086383,Nelson,Portsmouth,South East,12,220,5.4500,
E00086315,Hilsea,Portsmouth,South East,10,204,4.9000,
E00086394,Nelson,Portsmouth,South East,6,180,3.3300,
E00086248,Fratton,Portsmouth,South East,7,194,3.6100,
E00086411,Nelson,Portsmouth,South East,18,273,6.5900,
E00086273,Fratton,Portsmouth,South East,14,237,5.9100,
E00086266,Fratton,Portsmouth,South East,23,258,8.9100,
E00086227,Eastney and Craneswater,Portsmouth,South East,8,182,4.4000,
E00085963,Baffins,Portsmouth,South East,16,217,7.3700,
E00086349,Milton,Portsmouth,South East,13,210,6.1900,
E00086322,Milton,Portsmouth,South East,18,322,5.5900,
E00086505,St Thomas,Portsmouth,South East,16,302,5.3000,
E00085948,Baffins,Portsmouth,South East,11,216,5.0900,
E00086466,St Jude,Portsmouth,South East,10,229,4.3700,
E00086397,Nelson,Portsmouth,South East,14,229,6.1100,
E00086357,Milton,Portsmouth,South East,14,203,6.9000,
E00086341,Milton,Portsmouth,South East,12,203,5.9100,
E00086316,Hilsea,Portsmouth,South East,13,224,5.8000,
E00086235,Fratton,Portsmouth,South East,9,305,2.9500,
E00174472,Milton,Portsmouth,South East,6,603,1.0000,
E00086276,Fratton,Portsmouth,South East,17,236,7.2000,
E00085943,Baffins,Portsmouth,South East,17,199,8.5400,
E00086241,Fratton,Portsmouth,South East,14,223,6.2800,
E00085986,Central Southsea,Portsmouth,South East,25,299,8.3600,
E00174441,Charles Dickens,Portsmouth,South East,8,327,2.4500,
E00086210,Eastney and Craneswater,Portsmouth,South East,7,192,3.6500,
E00086257,Fratton,Portsmouth,South East,11,219,5.0200,
E00085939,Baffins,Portsmouth,South East,13,204,6.3700,
E00085951,Baffins,Portsmouth,South East,12,268,4.4800,
E00086310,Hilsea,Portsmouth,South East,11,210,5.2400,
E00174427,Milton,Portsmouth,South East,3,87,3.4500,
E00086255,Fratton,Portsmouth,South East,12,193,6.2200,
E00174452,St Thomas,Portsmouth,South East,2,158,1.2700,
E00086326,Milton,Portsmouth,South East,14,194,7.2200,
E00085960,Baffins,Portsmouth,South East,25,284,8.8000,
E00085984,Central Southsea,Portsmouth,South East,16,242,6.6100,
E00086024,Charles Dickens,Portsmouth,South East,10,200,5.0000,
E00174434,Milton,Portsmouth,South East,3,135,2.2200,
E00085923,Baffins,Portsmouth,South East,14,324,4.3200,
E00086359,Milton,Portsmouth,South East,11,192,5.7300,
E00086472,St Jude,Portsmouth,South East,15,236,6.3600,
E00085931,Baffins,Portsmouth,South East,7,176,3.9800,
E00086321,Milton,Portsmouth,South East,25,275,9.0900,
E00085935,Baffins,Portsmouth,South East,12,225,5.3300,
E00086275,Fratton,Portsmouth,South East,16,258,6.2000,
E00085955,Baffins,Portsmouth,South East,14,239,5.8600,
E00086325,Milton,Portsmouth,South East,15,224,6.7000,
E00086340,Milton,Portsmouth,South East,19,263,7.2200,
E00085961,Baffins,Portsmouth,South East,18,218,8.2600,
E00086238,Fratton,Portsmouth,South East,13,224,5.8000,
E00086063,Copnor,Portsmouth,South East,12,228,5.2600,
E00085973,Central Southsea,Portsmouth,South East,20,422,4.7400,
E00086192,Eastney and Craneswater,Portsmouth,South East,16,221,7.2400,
E00086006,Central Southsea,Portsmouth,South East,19,209,9.0900,
E00085932,Baffins,Portsmouth,South East,14,215,6.5100,
E00086087,Copnor,Portsmouth,South East,6,298,2.0100,
E00085974,Central Southsea,Portsmouth,South East,11,294,3.7400,
E00086535,St Thomas,Portsmouth,South East,4,179,2.2300,
E00085988,Central Southsea,Portsmouth,South East,12,325,3.6900,
E00086546,St Thomas,Portsmouth,South East,12,561,2.1400,
E00086373,Nelson,Portsmouth,South East,9,222,4.0500,
E00086370,Nelson,Portsmouth,South East,21,310,6.7700,
E00085952,Baffins,Portsmouth,South East,11,302,3.6400,
E00085977,Central Southsea,Portsmouth,South East,13,387,3.3600,
E00086531,St Thomas,Portsmouth,South East,8,188,4.2600,
E00086240,Fratton,Portsmouth,South East,11,196,5.6100,
E00086382,Nelson,Portsmouth,South East,13,188,6.9100,
E00085976,Central Southsea,Portsmouth,South East,11,122,9.0200,
E00086320,Hilsea,Portsmouth,South East,10,202,4.9500,
E00086086,Copnor,Portsmouth,South East,14,255,5.4900,
E00086005,Central Southsea,Portsmouth,South East,20,333,6.0100,
E00086212,Eastney and Craneswater,Portsmouth,South East,14,222,6.3100,
E00086034,Charles Dickens,Portsmouth,South East,3,144,2.0800,
E00086077,Copnor,Portsmouth,South East,20,276,7.2500,
E00086379,Nelson,Portsmouth,South East,16,244,6.5600,
E00085926,Baffins,Portsmouth,South East,10,228,4.3900,
E00174459,St Thomas,Portsmouth,South East,8,426,1.8800,
E00086528,St Thomas,Portsmouth,South East,1,123,0.8100,
E00086032,Charles Dickens,Portsmouth,South East,6,234,2.5600,
E00086268,Fratton,Portsmouth,South East,13,208,6.2500,
E00085942,Baffins,Portsmouth,South East,15,183,8.2000,
E00085978,Central Southsea,Portsmouth,South East,22,262,8.4000,
E00086190,Eastney and Craneswater,Portsmouth,South East,8,209,3.8300,
E00086520,St Thomas,Portsmouth,South East,4,160,2.5000,
E00086345,Milton,Portsmouth,South East,18,256,7.0300,
E00086242,Fratton,Portsmouth,South East,7,299,2.3400,
E00174469,St Thomas,Portsmouth,South East,2,236,0.8500,
E00086187,Eastney and Craneswater,Portsmouth,South East,7,173,4.0500,
E00086374,Nelson,Portsmouth,South East,8,165,4.8500,
E00086367,Nelson,Portsmouth,South East,12,208,5.7700,
E00086462,St Jude,Portsmouth,South East,14,277,5.0500,
E00085970,Central Southsea,Portsmouth,South East,11,286,3.8500,
E00086061,Copnor,Portsmouth,South East,14,246,5.6900,
E00086076,Copnor,Portsmouth,South East,8,227,3.5200,
E00086253,Fratton,Portsmouth,South East,5,205,2.4400,
E00086477,St Jude,Portsmouth,South East,18,288,6.2500,
E00085987,Central Southsea,Portsmouth,South East,19,301,6.3100,
E00086366,Nelson,Portsmouth,South East,13,256,5.0800,
E00086486,St Jude,Portsmouth,South East,9,228,3.9500,
E00086250,Fratton,Portsmouth,South East,9,194,4.6400,
E00085929,Baffins,Portsmouth,South East,12,284,4.2300,
E00086213,Eastney and Craneswater,Portsmouth,South East,17,331,5.1400,
E00086469,St Jude,Portsmouth,South East,11,187,5.8800,
E00086023,Charles Dickens,Portsmouth,South East,13,275,4.7300,
E00174455,St Thomas,Portsmouth,South East,4,240,1.6700,
E00086473,St Jude,Portsmouth,South East,6,177,3.3900,
E00085975,Central Southsea,Portsmouth,South East,21,272,7.7200,
E00085922,Baffins,Portsmouth,South East,17,312,5.4500,
E00086223,Eastney and Craneswater,Portsmouth,South East,10,194,5.1500,
E00085964,Central Southsea,Portsmouth,South East,30,455,6.5900,
E00086364,Nelson,Portsmouth,South East,9,227,3.9600,
E00086540,St Thomas,Portsmouth,South East,9,196,4.5900,
E00085997,Central Southsea,Portsmouth,South East,13,217,5.9900,
E00086270,Fratton,Portsmouth,South East,10,217,4.6100,
E00086380,Nelson,Portsmouth,South East,9,200,4.5000,
E00086008,Central Southsea,Portsmouth,South East,20,320,6.2500,
E00086482,St Jude,Portsmouth,South East,11,260,4.2300,
E00086403,Nelson,Portsmouth,South East,15,181,8.2900,
E00086089,Copnor,Portsmouth,South East,10,244,4.1000,
E00085940,Baffins,Portsmouth,South East,12,222,5.4100,
E00086199,Eastney and Craneswater,Portsmouth,South East,15,315,4.7600,
E00086262,Fratton,Portsmouth,South East,20,281,7.1200,
E00086333,Milton,Portsmouth,South East,20,220,9.0900,
E00085999,Central Southsea,Portsmouth,South East,8,284,2.8200,
E00085971,Central Southsea,Portsmouth,South East,9,328,2.7400,
E00086232,Fratton,Portsmouth,South East,15,252,5.9500,
E00086058,Charles Dickens,Portsmouth,South East,14,192,7.2900,
E00086234,Fratton,Portsmouth,South East,15,191,7.8500,
E00086517,St Thomas,Portsmouth,South East,2,161,1.2400,
E00086092,Copnor,Portsmouth,South East,12,237,5.0600,
E00086013,Charles Dickens,Portsmouth,South East,9,188,4.7900,
E00086362,Milton,Portsmouth,South East,18,267,6.7400,
E00085930,Baffins,Portsmouth,South East,3,227,1.3200,
E00086392,Nelson,Portsmouth,South East,16,222,7.2100,
E00086216,Eastney and Craneswater,Portsmouth,South East,12,238,5.0400,
E00085968,Central Southsea,Portsmouth,South East,21,337,6.2300,
E00174453,Charles Dickens,Portsmouth,South East,4,140,2.8600,
E00086267,Fratton,Portsmouth,South East,16,254,6.3000,
E00086274,Fratton,Portsmouth,South East,14,259,5.4100,
E00086386,Nelson,Portsmouth,South East,7,136,5.1500,
E00086463,St Jude,Portsmouth,South East,12,224,5.3600,
E00086236,Fratton,Portsmouth,South East,15,276,5.4300,
E00086536,St Thomas,Portsmouth,South East,4,166,2.4100,
E00086049,Charles Dickens,Portsmouth,South East,14,213,6.5700,
E00086069,Copnor,Portsmouth,South East,15,205,7.3200,
E00086508,St Thomas,Portsmouth,South East,9,175,5.1400,
E00086054,Charles Dickens,Portsmouth,South East,6,155,3.8700,
E00085962,Baffins,Portsmouth,South East,13,281,4.6300,
E00086080,Copnor,Portsmouth,South East,14,228,6.1400,
E00086001,Central Southsea,Portsmouth,South East,21,353,5.9500,
E00086230,Fratton,Portsmouth,South East,18,322,5.5900,
E00086342,Milton,Portsmouth,South East,14,259,5.4100,
E00174470,Charles Dickens,Portsmouth,South East,7,147,4.7600,
E00086198,Eastney and Craneswater,Portsmouth,South East,7,215,3.2600,
E00085982,Central Southsea,Portsmouth,South East,12,227,5.2900,
E00086507,St Thomas,Portsmouth,South East,6,194,3.0900,
E00086071,Copnor,Portsmouth,South East,11,228,4.8200,
E00086495,St Jude,Portsmouth,South East,31,364,8.5200,
E00086532,St Thomas,Portsmouth,South East,10,416,2.4000,
E00086264,Fratton,Portsmouth,South East,5,211,2.3700,
E00086217,Eastney and Craneswater,Portsmouth,South East,31,286,10.8400,
E00086518,St Thomas,Portsmouth,South East,6,357,1.6800,
E00086035,Charles Dickens,Portsmouth,South East,7,199,3.5200,
E00174461,Charles Dickens,Portsmouth,South East,55,898,6.1200,
E00085954,Baffins,Portsmouth,South East,8,223,3.5900,
E00085921,Baffins,Portsmouth,South East,15,289,5.1900,
E00086384,Nelson,Portsmouth,South East,20,254,7.8700,
E00086388,Nelson,Portsmouth,South East,14,218,6.4200,
E00085944,Baffins,Portsmouth,South East,16,250,6.4000,
E00086346,Milton,Portsmouth,South East,15,282,5.3200,
E00086209,Eastney and Craneswater,Portsmouth,South East,16,239,6.6900,
E00086197,Eastney and Craneswater,Portsmouth,South East,11,188,5.8500,
E00086372,Nelson,Portsmouth,South East,10,177,5.6500,
E00086288,Hilsea,Portsmouth,South East,13,240,5.4200,
E00086489,St Jude,Portsmouth,South East,6,227,2.6400,
E00085947,Baffins,Portsmouth,South East,10,223,4.4800,
E00085980,Central Southsea,Portsmouth,South East,14,371,3.7700,
E00086491,St Jude,Portsmouth,South East,10,270,3.7000,
E00086410,Nelson,Portsmouth,South East,10,206,4.8500,
E00086492,St Jude,Portsmouth,South East,14,237,5.9100,
E00085928,Baffins,Portsmouth,South East,12,203,5.9100,
E00086353,Milton,Portsmouth,South East,17,232,7.3300,
E00086261,Fratton,Portsmouth,South East,18,335,5.3700,
E00085920,Baffins,Portsmouth,South East,19,225,8.4400,
E00086002,Central Southsea,Portsmouth,South East,10,240,4.1700,
E00086083,Copnor,Portsmouth,South East,12,246,4.8800,
E00086547,St Thomas,Portsmouth,South East,6,212,2.8300,
E00085966,Central Southsea,Portsmouth,South East,13,286,4.5500,
E00086356,Milton,Portsmouth,South East,15,210,7.1400,
E00086231,Fratton,Portsmouth,South East,11,243,4.5300,
E00086365,Nelson,Portsmouth,South East,12,170,7.0600,
E00085933,Baffins,Portsmouth,South East,12,217,5.5300,
E00085967,Central Southsea,Portsmouth,South East,12,118,10.1700,
E00086237,Fratton,Portsmouth,South East,13,289,4.5000,
E00085934,Baffins,Portsmouth,South East,16,249,6.4300,
E00086062,Copnor,Portsmouth,South East,17,289,5.8800,
E00086408,Nelson,Portsmouth,South East,12,242,4.9600,
E00086037,Charles Dickens,Portsmouth,South East,13,277,4.6900,
E00086474,St Jude,Portsmouth,South East,10,166,6.0200,
E00085953,Baffins,Portsmouth,South East,23,268,8.5800,
E00086502,St Thomas,Portsmouth,South East,8,200,4.0000,
E00086329,Milton,Portsmouth,South East,17,254,6.6900,
E00086201,Eastney and Craneswater,Portsmouth,South East,11,229,4.8000,
E00086485,St Jude,Portsmouth,South East,2,126,1.5900,
E00086404,Nelson,Portsmouth,South East,15,234,6.4100,
E00086470,St Jude,Portsmouth,South East,16,226,7.0800,
E00086186,Eastney and Craneswater,Portsmouth,South East,16,342,4.6800,
E00085925,Baffins,Portsmouth,South East,17,281,6.0500,
E00086017,Charles Dickens,Portsmouth,South East,8,269,2.9700,
E00086524,St Thomas,Portsmouth,South East,14,294,4.7600,
E00086265,Fratton,Portsmouth,South East,15,396,3.7900,
E00086465,St Jude,Portsmouth,South East,11,138,7.9700,
E00086096,Copnor,Portsmouth,South East,13,215,6.0500,
E00174439,St Thomas,Portsmouth,South East,3,139,2.1600,
E00086094,Copnor,Portsmouth,South East,14,284,4.9300,
E00174458,St Thomas,Portsmouth,South East,9,186,4.8400,
E00086015,Charles Dickens,Portsmouth,South East,7,179,3.9100,
E00085972,Central Southsea,Portsmouth,South East,23,251,9.1600,
E00086193,Eastney and Craneswater,Portsmouth,South East,21,238,8.8200,
E00086406,Nelson,Portsmouth,South East,12,195,6.1500,
E00086066,Copnor,Portsmouth,South East,11,232,4.7400,
E00174466,Charles Dickens,Portsmouth,South East,2,99,2.0200,
E00085941,Baffins,Portsmouth,South East,11,213,5.1600,
E00086284,Hilsea,Portsmouth,South East,12,205,5.8500,
E00086258,Fratton,Portsmouth,South East,11,219,5.0200,
E00086343,Milton,Portsmouth,South East,13,168,7.7400,
E00086226,Eastney and Craneswater,Portsmouth,South East,17,361,4.7100,
E00086047,Charles Dickens,Portsmouth,South East,6,266,2.2600,
E00174436,Milton,Portsmouth,South East,14,191,7.3300,
E00086277,Fratton,Portsmouth,South East,16,308,5.1900,
E00086361,Milton,Portsmouth,South East,17,256,6.6400,
E00086036,Charles Dickens,Portsmouth,South East,4,235,1.7000,
E00086545,St Thomas,Portsmouth,South East,15,279,5.3800,
E00086541,St Thomas,Portsmouth,South East,31,223,13.9000,
E00086481,St Jude,Portsmouth,South East,17,208,8.1700,
E00086048,Charles Dickens,Portsmouth,South East,16,283,5.6500,
E00086529,St Thomas,Portsmouth,South East,17,269,6.3200,
E00086476,St Jude,Portsmouth,South East,13,268,4.8500,
E00086027,Charles Dickens,Portsmouth,South East,12,210,5.7100,
E00086400,Nelson,Portsmouth,South East,10,213,4.6900,
E00086286,Hilsea,Portsmouth,South East,3,202,1.4900,
E00086323,Milton,Portsmouth,South East,23,241,9.5400,
E00086025,Charles Dickens,Portsmouth,South East,13,359,3.6200,
E00086272,Fratton,Portsmouth,South East,25,218,11.4700,
E00085938,Baffins,Portsmouth,South East,16,248,6.4500,
E00086324,Milton,Portsmouth,South East,12,209,5.7400,
E00086057,Charles Dickens,Portsmouth,South East,16,319,5.0200,
E00086249,Fratton,Portsmouth,South East,7,273,2.5600,
E00086377,Nelson,Portsmouth,South East,20,224,8.9300,
E00086195,Eastney and Craneswater,Portsmouth,South East,13,248,5.2400,
E00086208,Eastney and Craneswater,Portsmouth,South East,9,219,4.1100,
E00086378,Nelson,Portsmouth,South East,14,216,6.4800,
E00086289,Hilsea,Portsmouth,South East,10,247,4.0500,
E00086055,Charles Dickens,Portsmouth,South East,11,228,4.8200,
E00086097,Copnor,Portsmouth,South East,22,255,8.6300,
E00086219,Eastney and Craneswater,Portsmouth,South East,11,220,5.0000,
E00086016,Charles Dickens,Portsmouth,South East,13,241,5.3900,
E00085936,Baffins,Portsmouth,South East,16,257,6.2300,
E00086347,Milton,Portsmouth,South East,10,189,5.2900,
E00085956,Baffins,Portsmouth,South East,17,391,4.3500,
E00086243,Fratton,Portsmouth,South East,14,259,5.4100,
E00086018,Charles Dickens,Portsmouth,South East,2,86,2.3300,
E00086099,Copnor,Portsmouth,South East,19,248,7.6600,
E00086207,Eastney and Craneswater,Portsmouth,South East,15,200,7.5000,
E00085979,Central Southsea,Portsmouth,South East,16,361,4.4300,
E00086368,Nelson,Portsmouth,South East,13,205,6.3400,
E00085989,Central Southsea,Portsmouth,South East,12,250,4.8000,
E00086371,Nelson,Portsmouth,South East,12,198,6.0600,
E00086475,St Jude,Portsmouth,South East,11,212,5.1900,
E00086506,St Thomas,Portsmouth,South East,9,134,6.7200,
E00086244,Fratton,Portsmouth,South East,7,125,5.6000,
E00086191,Eastney and Craneswater,Portsmouth,South East,9,199,4.5200,
E00086156,Drayton and Farlington,Portsmouth,South East,8,185,4.3200,
E00086510,St Thomas,Portsmouth,South East,15,427,3.5100,
E00174456,St Thomas,Portsmouth,South East,9,266,3.3800,
E00086041,Charles Dickens,Portsmouth,South East,11,263,4.1800,
E00086043,Charles Dickens,Portsmouth,South East,13,211,6.1600,
E00086030,Charles Dickens,Portsmouth,South East,8,250,3.2000,
E00086068,Copnor,Portsmouth,South East,13,225,5.7800,
E00086327,Milton,Portsmouth,South East,9,216,4.1700,
E00085924,Baffins,Portsmouth,South East,21,313,6.7100,
E00086504,St Thomas,Portsmouth,South East,5,221,2.2600,
E00086358,Milton,Portsmouth,South East,12,263,4.5600,
E00085996,Central Southsea,Portsmouth,South East,15,280,5.3600,
E00086398,Nelson,Portsmouth,South East,14,200,7.0000,
E00086319,Hilsea,Portsmouth,South East,15,247,6.0700,
E00086038,Charles Dickens,Portsmouth,South East,9,125,7.2000,
E00086344,Milton,Portsmouth,South East,25,304,8.2200,
E00085945,Baffins,Portsmouth,South East,10,206,4.8500,
E00086256,Fratton,Portsmouth,South East,7,334,2.1000,
E00086214,Eastney and Craneswater,Portsmouth,South East,21,249,8.4300,
E00085995,Central Southsea,Portsmouth,South East,24,349,6.8800,
E00086215,Eastney and Craneswater,Portsmouth,South East,14,212,6.6000,
E00086381,Nelson,Portsmouth,South East,7,201,3.4800,
